study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA598342	SAMN13703205	SRX7483446	SRR10809717	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/017/SRR10809717/SRR10809717.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/017/SRR10809717
PRJNA598342	SAMN13703205	SRX7483446	SRR10809718	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/018/SRR10809718/SRR10809718.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/018/SRR10809718
PRJNA598342	SAMN13703205	SRX7483446	SRR10809719	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/019/SRR10809719/SRR10809719.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/019/SRR10809719
PRJNA598342	SAMN13703205	SRX7483446	SRR10809720	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/020/SRR10809720/SRR10809720.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/020/SRR10809720
PRJNA598342	SAMN13703204	SRX7483447	SRR10809721	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/021/SRR10809721/SRR10809721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/021/SRR10809721/SRR10809721_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/021/SRR10809721
PRJNA598342	SAMN13703204	SRX7483447	SRR10809722	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/022/SRR10809722/SRR10809722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/022/SRR10809722/SRR10809722_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/022/SRR10809722
PRJNA598342	SAMN13703203	SRX7483448	SRR10809723	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/023/SRR10809723/SRR10809723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/023/SRR10809723/SRR10809723_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/023/SRR10809723
PRJNA598342	SAMN13703203	SRX7483448	SRR10809724	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/024/SRR10809724/SRR10809724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/024/SRR10809724/SRR10809724_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/024/SRR10809724
PRJNA598342	SAMN13703203	SRX7483448	SRR10809725	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/025/SRR10809725/SRR10809725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/025/SRR10809725/SRR10809725_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/025/SRR10809725
PRJNA598342	SAMN13703202	SRX7483449	SRR10809726	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/026/SRR10809726/SRR10809726.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/026/SRR10809726
PRJNA598342	SAMN13703202	SRX7483449	SRR10809727	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/027/SRR10809727/SRR10809727.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/027/SRR10809727
PRJNA598342	SAMN13703202	SRX7483449	SRR10809728	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/028/SRR10809728/SRR10809728.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/028/SRR10809728
PRJNA598342	SAMN13703202	SRX7483449	SRR10809729	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/029/SRR10809729/SRR10809729.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/029/SRR10809729
PRJNA598342	SAMN13703201	SRX7483450	SRR10809730	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/030/SRR10809730/SRR10809730.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/030/SRR10809730
PRJNA598342	SAMN13703201	SRX7483450	SRR10809731	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/031/SRR10809731/SRR10809731.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/031/SRR10809731
PRJNA598342	SAMN13703201	SRX7483450	SRR10809732	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/032/SRR10809732/SRR10809732.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/032/SRR10809732
PRJNA598342	SAMN13703201	SRX7483450	SRR10809733	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/033/SRR10809733/SRR10809733.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/033/SRR10809733
PRJNA598342	SAMN13703201	SRX7483450	SRR10809734	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/034/SRR10809734/SRR10809734.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/034/SRR10809734
PRJNA598342	SAMN13703201	SRX7483450	SRR10809735	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/035/SRR10809735/SRR10809735.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/035/SRR10809735
PRJNA598342	SAMN13703201	SRX7483450	SRR10809736	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/036/SRR10809736/SRR10809736.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/036/SRR10809736
PRJNA598342	SAMN13703201	SRX7483450	SRR10809737	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/037/SRR10809737/SRR10809737.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/037/SRR10809737
PRJNA598342	SAMN13703200	SRX7483451	SRR10809738	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/038/SRR10809738/SRR10809738.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/038/SRR10809738
PRJNA598342	SAMN13703200	SRX7483451	SRR10809739	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/039/SRR10809739/SRR10809739.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/039/SRR10809739
PRJNA598342	SAMN13703200	SRX7483451	SRR10809740	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/040/SRR10809740/SRR10809740.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/040/SRR10809740
PRJNA598342	SAMN13703200	SRX7483451	SRR10809741	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/041/SRR10809741/SRR10809741.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/041/SRR10809741
PRJNA598342	SAMN13703199	SRX7483452	SRR10809742	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/042/SRR10809742/SRR10809742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/042/SRR10809742/SRR10809742_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/042/SRR10809742
PRJNA598342	SAMN13703199	SRX7483452	SRR10809743	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/043/SRR10809743/SRR10809743.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/043/SRR10809743
PRJNA598342	SAMN13703198	SRX7483453	SRR10809744	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/044/SRR10809744/SRR10809744.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/044/SRR10809744
PRJNA598342	SAMN13703198	SRX7483453	SRR10809745	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/045/SRR10809745/SRR10809745.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/045/SRR10809745
PRJNA598342	SAMN13703198	SRX7483453	SRR10809746	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/046/SRR10809746/SRR10809746.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/046/SRR10809746
PRJNA598342	SAMN13703198	SRX7483453	SRR10809747	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/047/SRR10809747/SRR10809747.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/047/SRR10809747
PRJNA598342	SAMN13703198	SRX7483453	SRR10809748	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/048/SRR10809748/SRR10809748.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/048/SRR10809748
PRJNA598342	SAMN13703198	SRX7483453	SRR10809749	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/049/SRR10809749/SRR10809749.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/049/SRR10809749
PRJNA598342	SAMN13703198	SRX7483453	SRR10809750	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/050/SRR10809750/SRR10809750.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/050/SRR10809750
PRJNA598342	SAMN13703198	SRX7483453	SRR10809751	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/051/SRR10809751/SRR10809751.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/051/SRR10809751
PRJNA598342	SAMN13703197	SRX7483454	SRR10809752	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/052/SRR10809752/SRR10809752.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/052/SRR10809752
PRJNA598342	SAMN13703197	SRX7483454	SRR10809753	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/053/SRR10809753/SRR10809753.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/053/SRR10809753
PRJNA598342	SAMN13703197	SRX7483454	SRR10809754	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/054/SRR10809754/SRR10809754.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/054/SRR10809754
PRJNA598342	SAMN13703197	SRX7483454	SRR10809755	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/055/SRR10809755/SRR10809755.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/055/SRR10809755
PRJNA598342	SAMN13703197	SRX7483454	SRR10809756	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/056/SRR10809756/SRR10809756.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/056/SRR10809756
PRJNA598342	SAMN13703197	SRX7483454	SRR10809757	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/057/SRR10809757/SRR10809757.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/057/SRR10809757
PRJNA598342	SAMN13703197	SRX7483454	SRR10809758	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/058/SRR10809758/SRR10809758.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/058/SRR10809758
PRJNA598342	SAMN13703197	SRX7483454	SRR10809759	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/059/SRR10809759/SRR10809759.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/059/SRR10809759
PRJNA598342	SAMN13703195	SRX7483455	SRR10809760	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/060/SRR10809760/SRR10809760.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/060/SRR10809760
PRJNA598342	SAMN13703195	SRX7483455	SRR10809761	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/061/SRR10809761/SRR10809761.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/061/SRR10809761
PRJNA598342	SAMN13703195	SRX7483455	SRR10809762	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/062/SRR10809762/SRR10809762.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/062/SRR10809762
PRJNA598342	SAMN13703195	SRX7483455	SRR10809763	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/063/SRR10809763/SRR10809763.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/063/SRR10809763
PRJNA598342	SAMN13703195	SRX7483455	SRR10809764	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/064/SRR10809764/SRR10809764.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/064/SRR10809764
PRJNA598342	SAMN13703195	SRX7483455	SRR10809765	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/065/SRR10809765/SRR10809765.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/065/SRR10809765
PRJNA598342	SAMN13703195	SRX7483455	SRR10809766	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/066/SRR10809766/SRR10809766.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/066/SRR10809766
PRJNA598342	SAMN13703195	SRX7483455	SRR10809767	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/067/SRR10809767/SRR10809767.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/067/SRR10809767
PRJNA598342	SAMN13703194	SRX7483456	SRR10809768	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/068/SRR10809768/SRR10809768.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/068/SRR10809768
PRJNA598342	SAMN13703194	SRX7483456	SRR10809769	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/069/SRR10809769/SRR10809769.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/069/SRR10809769
PRJNA598342	SAMN13703194	SRX7483456	SRR10809770	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/070/SRR10809770/SRR10809770.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/070/SRR10809770
PRJNA598342	SAMN13703194	SRX7483456	SRR10809771	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/071/SRR10809771/SRR10809771.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/071/SRR10809771
PRJNA598342	SAMN13703194	SRX7483456	SRR10809772	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/072/SRR10809772/SRR10809772.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/072/SRR10809772
PRJNA598342	SAMN13703194	SRX7483456	SRR10809773	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/073/SRR10809773/SRR10809773.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/073/SRR10809773
PRJNA598342	SAMN13703194	SRX7483456	SRR10809774	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/074/SRR10809774/SRR10809774.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/074/SRR10809774
PRJNA598342	SAMN13703194	SRX7483456	SRR10809775	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/075/SRR10809775/SRR10809775.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/075/SRR10809775
PRJNA598342	SAMN13703193	SRX7483457	SRR10809776	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/076/SRR10809776/SRR10809776.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/076/SRR10809776
PRJNA598342	SAMN13703193	SRX7483457	SRR10809777	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/077/SRR10809777/SRR10809777.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/077/SRR10809777
PRJNA598342	SAMN13703193	SRX7483457	SRR10809778	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/078/SRR10809778/SRR10809778.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/078/SRR10809778
PRJNA598342	SAMN13703193	SRX7483457	SRR10809779	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/079/SRR10809779/SRR10809779.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/079/SRR10809779
PRJNA598342	SAMN13703193	SRX7483457	SRR10809780	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/080/SRR10809780/SRR10809780.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/080/SRR10809780
PRJNA598342	SAMN13703193	SRX7483457	SRR10809781	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/081/SRR10809781/SRR10809781.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/081/SRR10809781
PRJNA598342	SAMN13703193	SRX7483457	SRR10809782	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/082/SRR10809782/SRR10809782.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/082/SRR10809782
PRJNA598342	SAMN13703193	SRX7483457	SRR10809783	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/083/SRR10809783/SRR10809783.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/083/SRR10809783
PRJNA598342	SAMN13703191	SRX7483458	SRR10809784	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/084/SRR10809784/SRR10809784.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/084/SRR10809784
PRJNA598342	SAMN13703191	SRX7483458	SRR10809785	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/085/SRR10809785/SRR10809785.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/085/SRR10809785
PRJNA598342	SAMN13703191	SRX7483458	SRR10809786	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/086/SRR10809786/SRR10809786.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/086/SRR10809786
PRJNA598342	SAMN13703191	SRX7483458	SRR10809787	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/087/SRR10809787/SRR10809787.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/087/SRR10809787
PRJNA598342	SAMN13703191	SRX7483458	SRR10809788	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/088/SRR10809788/SRR10809788.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/088/SRR10809788
PRJNA598342	SAMN13703191	SRX7483458	SRR10809789	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/089/SRR10809789/SRR10809789.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/089/SRR10809789
PRJNA598342	SAMN13703191	SRX7483458	SRR10809790	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/090/SRR10809790/SRR10809790.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/090/SRR10809790
PRJNA598342	SAMN13703191	SRX7483458	SRR10809791	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/091/SRR10809791/SRR10809791.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/091/SRR10809791
PRJNA598342	SAMN13703190	SRX7483459	SRR10809792	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/092/SRR10809792/SRR10809792.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/092/SRR10809792
PRJNA598342	SAMN13703190	SRX7483459	SRR10809793	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/093/SRR10809793/SRR10809793.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/093/SRR10809793
PRJNA598342	SAMN13703190	SRX7483459	SRR10809794	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/094/SRR10809794/SRR10809794.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/094/SRR10809794
PRJNA598342	SAMN13703190	SRX7483459	SRR10809795	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/095/SRR10809795/SRR10809795.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/095/SRR10809795
PRJNA598342	SAMN13703190	SRX7483459	SRR10809796	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/096/SRR10809796/SRR10809796.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/096/SRR10809796
PRJNA598342	SAMN13703190	SRX7483459	SRR10809797	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/097/SRR10809797/SRR10809797.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/097/SRR10809797
PRJNA598342	SAMN13703190	SRX7483459	SRR10809798	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/098/SRR10809798/SRR10809798.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/098/SRR10809798
PRJNA598342	SAMN13703190	SRX7483459	SRR10809799	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/099/SRR10809799/SRR10809799.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/099/SRR10809799
PRJNA598342	SAMN13703189	SRX7483460	SRR10809800	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/000/SRR10809800/SRR10809800.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/000/SRR10809800
PRJNA598342	SAMN13703189	SRX7483460	SRR10809801	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/001/SRR10809801/SRR10809801.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/001/SRR10809801
PRJNA598342	SAMN13703189	SRX7483460	SRR10809802	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/002/SRR10809802/SRR10809802.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/002/SRR10809802
PRJNA598342	SAMN13703189	SRX7483460	SRR10809803	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/003/SRR10809803/SRR10809803.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/003/SRR10809803
PRJNA598342	SAMN13703189	SRX7483460	SRR10809804	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/004/SRR10809804/SRR10809804.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/004/SRR10809804
PRJNA598342	SAMN13703189	SRX7483460	SRR10809805	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/005/SRR10809805/SRR10809805.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/005/SRR10809805
PRJNA598342	SAMN13703189	SRX7483460	SRR10809806	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/006/SRR10809806/SRR10809806.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/006/SRR10809806
PRJNA598342	SAMN13703189	SRX7483460	SRR10809807	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/007/SRR10809807/SRR10809807.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/007/SRR10809807
PRJNA598342	SAMN13703187	SRX7483461	SRR10809808	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/008/SRR10809808/SRR10809808.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/008/SRR10809808
PRJNA598342	SAMN13703187	SRX7483461	SRR10809809	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/009/SRR10809809/SRR10809809.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/009/SRR10809809
PRJNA598342	SAMN13703187	SRX7483461	SRR10809810	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/010/SRR10809810/SRR10809810.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/010/SRR10809810
PRJNA598342	SAMN13703187	SRX7483461	SRR10809811	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/011/SRR10809811/SRR10809811.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/011/SRR10809811
PRJNA598342	SAMN13703186	SRX7483462	SRR10809812	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/012/SRR10809812/SRR10809812.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/012/SRR10809812
PRJNA598342	SAMN13703186	SRX7483462	SRR10809813	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/013/SRR10809813/SRR10809813.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/013/SRR10809813
PRJNA598342	SAMN13703185	SRX7483463	SRR10809814	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/014/SRR10809814/SRR10809814.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/014/SRR10809814
PRJNA598342	SAMN13703185	SRX7483463	SRR10809815	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/015/SRR10809815/SRR10809815.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/015/SRR10809815
PRJNA598342	SAMN13703184	SRX7483464	SRR10809816	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/016/SRR10809816/SRR10809816.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR108/016/SRR10809816
